"ensembl.id" "symbol" "type"
"45648" "ENSG00000260496" "ENSG00000260496" "lncRNA"
"45651" "ENSG00000162009" "SSTR5" "protein_coding"
"45652" "ENSG00000184471" "C1QTNF8" "protein_coding"
"45654" "ENSG00000260532" "ENSG00000260532" "lncRNA"
"45656" "ENSG00000196557" "CACNA1H" "protein_coding"
"45660" "ENSG00000116176" "TPSG1" "protein_coding"
"45662" "ENSG00000197253" "TPSB2" "protein_coding"
"45663" "ENSG00000172236" "TPSAB1" "protein_coding"
"45664" "ENSG00000095917" "TPSD1" "protein_coding"
"45671" "ENSG00000260710" "ENSG00000260710" "lncRNA"
"45673" "ENSG00000103275" "UBE2I" "protein_coding"
"45675" "ENSG00000219274" "RPS20P2" "processed_pseudogene"
"45676" "ENSG00000007516" "BAIAP3" "protein_coding"
"45677" "ENSG00000007520" "TSR3" "protein_coding"
"45678" "ENSG00000090581" "GNPTG" "protein_coding"
"45680" "ENSG00000059145" "UNKL" "protein_coding"
"45682" "ENSG00000174109" "C16orf91" "protein_coding"
"45684" "ENSG00000197599" "CCDC154" "protein_coding"
"45686" "ENSG00000103249" "CLCN7" "protein_coding"
"45691" "ENSG00000251692" "PTX4" "protein_coding"
"45692" "ENSG00000100726" "TELO2" "protein_coding"
"45693" "ENSG00000187535" "IFT140" "protein_coding"
"45694" "ENSG00000260646" "ENSG00000260646" "lncRNA"
"45695" "ENSG00000131634" "TMEM204" "protein_coding"
"45701" "ENSG00000007545" "CRAMP1" "protein_coding"
"45704" "ENSG00000206053" "JPT2" "protein_coding"
"45706" "ENSG00000138834" "MAPK8IP3" "protein_coding"
"45709" "ENSG00000265820" "MIR3177" "miRNA"
"45711" "ENSG00000103024" "NME3" "protein_coding"
"45712" "ENSG00000074071" "MRPS34" "protein_coding"
"45713" "ENSG00000197774" "EME2" "protein_coding"
"45714" "ENSG00000162032" "SPSB3" "protein_coding"
"45715" "ENSG00000095906" "NUBP2" "protein_coding"
"45716" "ENSG00000099769" "IGFALS" "protein_coding"
"45717" "ENSG00000063854" "HAGH" "protein_coding"
"45718" "ENSG00000180185" "FAHD1" "protein_coding"
"45719" "ENSG00000162039" "MEIOB" "protein_coding"
"45723" "ENSG00000259947" "LINC02124" "lncRNA"
"45724" "ENSG00000162040" "HS3ST6" "protein_coding"
"45725" "ENSG00000198736" "MSRB1" "protein_coding"
"45726" "ENSG00000140986" "RPL3L" "protein_coding"
"45727" "ENSG00000140990" "NDUFB10" "protein_coding"
"45728" "ENSG00000140988" "RPS2" "protein_coding"
"45731" "ENSG00000255513" "ENSG00000255513" "transcribed_processed_pseudogene"
"45732" "ENSG00000255198" "SNHG9" "lncRNA"
"45734" "ENSG00000179580" "RNF151" "protein_coding"
"45736" "ENSG00000183751" "TBL3" "protein_coding"
"45737" "ENSG00000196408" "NOXO1" "protein_coding"
"45738" "ENSG00000127554" "GFER" "protein_coding"
"45739" "ENSG00000261790" "ENSG00000261790" "lncRNA"
"45740" "ENSG00000127561" "SYNGR3" "protein_coding"
"45742" "ENSG00000167962" "ZNF598" "protein_coding"
"45743" "ENSG00000183971" "NPW" "protein_coding"
"45745" "ENSG00000065054" "SLC9A3R2" "protein_coding"
"45746" "ENSG00000065057" "NTHL1" "protein_coding"
"45747" "ENSG00000103197" "TSC2" "protein_coding"
"45748" "ENSG00000008710" "PKD1" "protein_coding"
"45749" "ENSG00000221656" "MIR1225" "miRNA"
"45756" "ENSG00000265867" "MIR4516" "miRNA"
"45757" "ENSG00000264397" "MIR3180-5" "miRNA"
"45758" "ENSG00000167964" "RAB26" "protein_coding"
"45759" "ENSG00000260260" "SNHG19" "lncRNA"
"45762" "ENSG00000131653" "TRAF7" "protein_coding"
"45763" "ENSG00000167971" "CASKIN1" "protein_coding"
"45764" "ENSG00000167965" "MLST8" "protein_coding"
"45765" "ENSG00000182685" "BRICD5" "protein_coding"
"45766" "ENSG00000184207" "PGP" "protein_coding"
"45768" "ENSG00000167967" "E4F1" "protein_coding"
"45769" "ENSG00000259780" "ENSG00000259780" "lncRNA"
"45770" "ENSG00000167968" "DNASE1L2" "protein_coding"
"45771" "ENSG00000167969" "ECI1" "protein_coding"
"45773" "ENSG00000205937" "RNPS1" "protein_coding"
"45774" "ENSG00000260778" "MIR3677HG" "lncRNA"
"45775" "ENSG00000266643" "MIR3677" "miRNA"
"45777" "ENSG00000264004" "MIR4717" "miRNA"
"45778" "ENSG00000167972" "ABCA3" "protein_coding"
"45781" "ENSG00000162063" "CCNF" "protein_coding"
"45785" "ENSG00000260874" "ENSG00000260874" "lncRNA"
"45786" "ENSG00000162062" "TEDC2" "protein_coding"
"45789" "ENSG00000162068" "NTN3" "protein_coding"
"45790" "ENSG00000162065" "TBC1D24" "protein_coding"
"45793" "ENSG00000185883" "ATP6V0C" "protein_coding"
"45796" "ENSG00000162066" "AMDHD2" "protein_coding"
"45798" "ENSG00000266232" "MIR3178" "miRNA"
"45799" "ENSG00000140992" "PDPK1" "protein_coding"
"45814" "ENSG00000260176" "ENSG00000260176" "lncRNA"
"45816" "ENSG00000167977" "KCTD5" "protein_coding"
"45818" "ENSG00000172382" "PRSS27" "protein_coding"
"45820" "ENSG00000167978" "SRRM2" "protein_coding"
"45821" "ENSG00000103363" "ELOB" "protein_coding"
"45823" "ENSG00000103355" "PRSS33" "protein_coding"
"45825" "ENSG00000215148" "PRSS41" "protein_coding"
"45826" "ENSG00000007038" "PRSS21" "protein_coding"
"45828" "ENSG00000162078" "ZG16B" "protein_coding"
"45831" "ENSG00000005001" "PRSS22" "protein_coding"
"45833" "ENSG00000263280" "ENSG00000263280" "lncRNA"
"45834" "ENSG00000162076" "FLYWCH2" "protein_coding"
"45836" "ENSG00000059122" "FLYWCH1" "protein_coding"
"45839" "ENSG00000131650" "KREMEN2" "protein_coding"
"45840" "ENSG00000127564" "PKMYT1" "protein_coding"
"45841" "ENSG00000162073" "PAQR4" "protein_coding"
"45846" "ENSG00000272079" "ENSG00000272079" "lncRNA"
"45847" "ENSG00000213937" "CLDN9" "protein_coding"
"45848" "ENSG00000184697" "CLDN6" "protein_coding"
"45849" "ENSG00000006327" "TNFRSF12A" "protein_coding"
"45850" "ENSG00000103145" "HCFC1R1" "protein_coding"
"45851" "ENSG00000131652" "THOC6" "protein_coding"
"45852" "ENSG00000162069" "BICDL2" "protein_coding"
"45853" "ENSG00000205890" "ENSG00000205890" "lncRNA"
"45855" "ENSG00000008516" "MMP25" "protein_coding"
"45856" "ENSG00000008517" "IL32" "protein_coding"
"45858" "ENSG00000262370" "ENSG00000262370" "lncRNA"
"45859" "ENSG00000200204" "RNU1-22P" "snRNA"
"45860" "ENSG00000130182" "ZSCAN10" "protein_coding"
"45863" "ENSG00000122386" "ZNF205" "protein_coding"
"45864" "ENSG00000085644" "ZNF213" "protein_coding"
"45866" "ENSG00000261889" "ENSG00000261889" "lncRNA"
"45867" "ENSG00000262521" "ENSG00000262521" "lncRNA"
"45869" "ENSG00000168124" "OR1F1" "protein_coding"
"45871" "ENSG00000010539" "ZNF200" "protein_coding"
"45872" "ENSG00000103313" "MEFV" "protein_coding"
"45876" "ENSG00000006194" "ZNF263" "protein_coding"
"45878" "ENSG00000140993" "TIGD7" "protein_coding"
"45879" "ENSG00000162086" "ZNF75A" "protein_coding"
"45882" "ENSG00000168158" "OR2C1" "protein_coding"
"45886" "ENSG00000140987" "ZSCAN32" "protein_coding"
"45887" "ENSG00000103343" "ZNF174" "protein_coding"
"45888" "ENSG00000167981" "ZNF597" "protein_coding"
"45889" "ENSG00000122390" "NAA60" "protein_coding"
"45892" "ENSG00000215131" "C16orf90" "protein_coding"
"45894" "ENSG00000103351" "CLUAP1" "protein_coding"
"45896" "ENSG00000167984" "NLRC3" "protein_coding"
"45899" "ENSG00000188827" "SLX4" "protein_coding"
"45900" "ENSG00000213918" "DNASE1" "protein_coding"
"45902" "ENSG00000126602" "TRAP1" "protein_coding"
"45904" "ENSG00000005339" "CREBBP" "protein_coding"
"45906" "ENSG00000262185" "LINC02861" "lncRNA"
"45907" "ENSG00000162104" "ADCY9" "protein_coding"
"45910" "ENSG00000263105" "ENSG00000263105" "lncRNA"
"45911" "ENSG00000185739" "SRL" "protein_coding"
"45912" "ENSG00000262468" "LINC01569" "lncRNA"
"45913" "ENSG00000090447" "TFAP4" "protein_coding"
"45915" "ENSG00000126603" "GLIS2" "protein_coding"
"45916" "ENSG00000262686" "GLIS2-AS1" "lncRNA"
"45917" "ENSG00000217930" "PAM16" "protein_coding"
"45921" "ENSG00000262246" "CORO7" "protein_coding"
"45922" "ENSG00000168140" "VASN" "protein_coding"
"45923" "ENSG00000103423" "DNAJA3" "protein_coding"
"45927" "ENSG00000153406" "NMRAL1" "protein_coding"
"45928" "ENSG00000103415" "HMOX2" "protein_coding"
"45929" "ENSG00000089486" "CDIP1" "protein_coding"
"45931" "ENSG00000205832" "C16orf96" "protein_coding"
"45934" "ENSG00000153443" "UBALD1" "protein_coding"
"45935" "ENSG00000102858" "MGRN1" "protein_coding"
"45940" "ENSG00000168101" "NUDT16L1" "protein_coding"
"45941" "ENSG00000168096" "ANKS3" "protein_coding"
"45943" "ENSG00000166246" "DNAAF8" "protein_coding"
"45944" "ENSG00000103199" "ZNF500" "protein_coding"
"45946" "ENSG00000140623" "SEPTIN12" "protein_coding"
"45948" "ENSG00000267795" "SMIM22" "protein_coding"
"45950" "ENSG00000067836" "ROGDI" "protein_coding"
"45951" "ENSG00000140632" "GLYR1" "protein_coding"
"45953" "ENSG00000118900" "UBN1" "protein_coding"
"45954" "ENSG00000118898" "PPL" "protein_coding"
"45955" "ENSG00000103184" "SEC14L5" "protein_coding"
"45957" "ENSG00000103174" "NAGPA" "protein_coding"
"45958" "ENSG00000033011" "ALG1" "protein_coding"
"45959" "ENSG00000153446" "C16orf89" "protein_coding"
"45961" "ENSG00000118894" "EEF2KMT" "protein_coding"
"45962" "ENSG00000267070" "ENSG00000267070" "lncRNA"
"45966" "ENSG00000261811" "LINC02164" "lncRNA"
"45967" "ENSG00000078328" "RBFOX1" "protein_coding"
"45976" "ENSG00000257180" "ENSG00000257180" "lncRNA"
"45981" "ENSG00000252080" "RNU7-99P" "snRNA"
"45982" "ENSG00000200869" "RNU6-457P" "snRNA"
"45983" "ENSG00000212189" "RNU6-328P" "snRNA"
"45990" "ENSG00000260289" "ENSG00000260289" "lncRNA"
"45991" "ENSG00000260003" "ENSG00000260003" "lncRNA"
"45992" "ENSG00000261319" "LINC02152" "lncRNA"
"45993" "ENSG00000260058" "ENSG00000260058" "lncRNA"
"45994" "ENSG00000259819" "ENSG00000259819" "lncRNA"
"45996" "ENSG00000261066" "ENSG00000261066" "lncRNA"
"45997" "ENSG00000232258" "TMEM114" "protein_coding"
"45999" "ENSG00000067365" "METTL22" "protein_coding"
"46001" "ENSG00000183044" "ABAT" "protein_coding"
"46003" "ENSG00000238417" "RNU7-63P" "snRNA"
"46005" "ENSG00000184857" "TMEM186" "protein_coding"
"46006" "ENSG00000140650" "PMM2" "protein_coding"
"46008" "ENSG00000153048" "CARHSP1" "protein_coding"
"46011" "ENSG00000187555" "USP7" "protein_coding"
"46012" "ENSG00000260979" "USP7-AS1" "lncRNA"
"46013" "ENSG00000261392" "ENSG00000261392" "lncRNA"
"46014" "ENSG00000182831" "C16orf72" "protein_coding"
"46018" "ENSG00000261617" "LINC02177" "lncRNA"
"46019" "ENSG00000260071" "ENSG00000260071" "lncRNA"
"46020" "ENSG00000261397" "LINC01177" "lncRNA"
"46021" "ENSG00000261075" "LINC01195" "lncRNA"
"46025" "ENSG00000260362" "ENSG00000260362" "lncRNA"
"46026" "ENSG00000183454" "GRIN2A" "protein_coding"
"46033" "ENSG00000166669" "ATF7IP2" "protein_coding"
"46034" "ENSG00000260756" "ENSG00000260756" "lncRNA"
"46037" "ENSG00000199482" "RNU6-633P" "snRNA"
"46038" "ENSG00000260468" "LINC01290" "lncRNA"
"46039" "ENSG00000213853" "EMP2" "protein_coding"
"46042" "ENSG00000153060" "TEKT5" "protein_coding"
"46053" "ENSG00000103274" "NUBP1" "protein_coding"
"46054" "ENSG00000166676" "TVP23A" "protein_coding"
"46057" "ENSG00000179583" "CIITA" "protein_coding"
"46058" "ENSG00000182108" "DEXI" "protein_coding"
"46060" "ENSG00000038532" "CLEC16A" "protein_coding"
"46065" "ENSG00000263033" "ENSG00000263033" "lncRNA"
"46067" "ENSG00000175643" "RMI2" "protein_coding"
"46068" "ENSG00000185338" "SOCS1" "protein_coding"
"46069" "ENSG00000178279" "TNP2" "protein_coding"
"46070" "ENSG00000178257" "PRM3" "protein_coding"
"46072" "ENSG00000122304" "PRM2" "protein_coding"
"46073" "ENSG00000175646" "PRM1" "protein_coding"
"46075" "ENSG00000221801" "MIR548H2" "miRNA"
"46079" "ENSG00000188897" "ENSG00000188897" "protein_coding"
"46082" "ENSG00000189067" "LITAF" "protein_coding"
"46083" "ENSG00000184602" "SNN" "protein_coding"
"46084" "ENSG00000153066" "TXNDC11" "protein_coding"
"46086" "ENSG00000122299" "ZC3H7A" "protein_coding"
"46089" "ENSG00000262117" "BCAR4" "lncRNA"
"46090" "ENSG00000171490" "RSL1D1" "protein_coding"
"46092" "ENSG00000103342" "GSPT1" "protein_coding"
"46097" "ENSG00000234719" "NPIPB2" "protein_coding"
"46098" "ENSG00000048462" "TNFRSF17" "protein_coding"
"46100" "ENSG00000048471" "SNX29" "protein_coding"
"46113" "ENSG00000103381" "CPPED1" "protein_coding"
"46114" "ENSG00000264733" "MIR4718" "miRNA"
"46119" "ENSG00000237515" "SHISA9" "protein_coding"
"46121" "ENSG00000262801" "ENSG00000262801" "lncRNA"
"46124" "ENSG00000262267" "ENSG00000262267" "lncRNA"
"46125" "ENSG00000175595" "ERCC4" "protein_coding"
"46128" "ENSG00000263234" "ENSG00000263234" "lncRNA"
"46129" "ENSG00000262097" "LINC02185" "lncRNA"
"46130" "ENSG00000261856" "LINC02186" "lncRNA"
"46131" "ENSG00000186260" "MRTFB" "protein_coding"
"46136" "ENSG00000262454" "MIR193BHG" "lncRNA"
"46137" "ENSG00000207639" "MIR193B" "miRNA"
"46138" "ENSG00000199130" "MIR365A" "miRNA"
"46139" "ENSG00000260009" "LINC02130" "lncRNA"
"46140" "ENSG00000263257" "ENSG00000263257" "lncRNA"
"46141" "ENSG00000140694" "PARN" "protein_coding"
"46143" "ENSG00000103429" "BFAR" "protein_coding"
"46144" "ENSG00000238964" "RNU7-125P" "snRNA"
"46145" "ENSG00000069764" "PLA2G10" "protein_coding"
"46147" "ENSG00000224712" "NPIPA3" "protein_coding"
"46148" "ENSG00000254609" "ENSG00000254609" "unprocessed_pseudogene"
"46150" "ENSG00000254852" "NPIPA2" "protein_coding"
"46154" "ENSG00000103512" "NOMO1" "protein_coding"
"46156" "ENSG00000257264" "ENSG00000257264" "lncRNA"
"46158" "ENSG00000263918" "MIR3670-1" "miRNA"
"46159" "ENSG00000258354" "ENSG00000258354" "lncRNA"
"46164" "ENSG00000183426" "NPIPA1" "protein_coding"
"46168" "ENSG00000179889" "PDXDC1" "protein_coding"
"46170" "ENSG00000238728" "MIR1972-1" "miRNA"
"46172" "ENSG00000157045" "NTAN1" "protein_coding"
"46173" "ENSG00000085721" "RRN3" "protein_coding"
"46184" "ENSG00000264115" "MIR3180-4" "miRNA"
"46185" "ENSG00000257391" "ENSG00000257391" "lncRNA"
"46187" "ENSG00000183793" "NPIPA5" "protein_coding"
"46188" "ENSG00000156968" "MPV17L" "protein_coding"
"46190" "ENSG00000166780" "BMERB1" "protein_coding"
"46191" "ENSG00000166783" "MARF1" "protein_coding"
"46194" "ENSG00000072864" "NDE1" "protein_coding"
"46198" "ENSG00000133392" "MYH11" "protein_coding"
"46202" "ENSG00000133393" "CEP20" "protein_coding"
"46203" "ENSG00000206778" "RNU6-213P" "snRNA"
"46206" "ENSG00000103222" "ABCC1" "protein_coding"
"46208" "ENSG00000091262" "ABCC6" "protein_coding"
"46210" "ENSG00000103226" "NOMO3" "protein_coding"
"46213" "ENSG00000257381" "MIR3179-2" "miRNA"
"46214" "ENSG00000264722" "MIR3670-2" "miRNA"
"46215" "ENSG00000257366" "ENSG00000257366" "lncRNA"
"46218" "ENSG00000206706" "Y_RNA" "misc_RNA"
"46219" "ENSG00000183889" "NPIPA9" "protein_coding"
"46225" "ENSG00000214967" "NPIPA7" "protein_coding"
"46227" "ENSG00000260126" "ENSG00000260126" "lncRNA"
"46235" "ENSG00000103489" "XYLT1" "protein_coding"
"46243" "ENSG00000260945" "ENSG00000260945" "lncRNA"
"46244" "ENSG00000261555" "ENSG00000261555" "lncRNA"
"46246" "ENSG00000259929" "ENSG00000259929" "lncRNA"
"46248" "ENSG00000260242" "ENSG00000260242" "lncRNA"
"46252" "ENSG00000214940" "NPIPA8" "protein_coding"
"46258" "ENSG00000233024" "NPIPA9" "protein_coding"
"46259" "ENSG00000254681" "PKD1P5" "transcribed_unprocessed_pseudogene"
"46264" "ENSG00000257563" "ENSG00000257563" "lncRNA"
"46266" "ENSG00000265776" "MIR3670-3" "miRNA"
"46267" "ENSG00000257527" "ENSG00000257527" "lncRNA"
"46268" "ENSG00000266454" "MIR3179-3" "miRNA"
"46269" "ENSG00000185164" "NOMO2" "protein_coding"
"46273" "ENSG00000260550" "ENSG00000260550" "lncRNA"
"46276" "ENSG00000134419" "RPS15A" "protein_coding"
"46278" "ENSG00000170540" "ARL6IP1" "protein_coding"
"46280" "ENSG00000157106" "SMG1" "protein_coding"
"46282" "ENSG00000170537" "TMC7" "protein_coding"
"46283" "ENSG00000207167" "RNU6-1340P" "snRNA"
"46285" "ENSG00000261357" "ENSG00000261357" "lncRNA"
"46286" "ENSG00000167186" "COQ7" "protein_coding"
"46287" "ENSG00000260430" "ENSG00000260430" "lncRNA"
"46289" "ENSG00000205730" "ITPRIPL2" "protein_coding"
"46292" "ENSG00000103528" "SYT17" "protein_coding"
"46294" "ENSG00000261210" "CLEC19A" "protein_coding"
"46297" "ENSG00000259925" "ENSG00000259925" "lncRNA"
"46299" "ENSG00000103534" "TMC5" "protein_coding"
"46304" "ENSG00000006007" "GDE1" "protein_coding"
"46306" "ENSG00000103540" "CCP110" "protein_coding"
"46307" "ENSG00000103544" "VPS35L" "protein_coding"
"46309" "ENSG00000103550" "KNOP1" "protein_coding"
"46311" "ENSG00000174628" "IQCK" "protein_coding"
"46314" "ENSG00000167191" "GPRC5B" "protein_coding"
"46315" "ENSG00000180269" "GPR139" "protein_coding"
"46317" "ENSG00000263253" "ENSG00000263253" "lncRNA"
"46318" "ENSG00000227624" "SNRPEP3" "processed_pseudogene"
"46319" "ENSG00000169347" "GP2" "protein_coding"
"46320" "ENSG00000169344" "UMOD" "protein_coding"
"46321" "ENSG00000169340" "PDILT" "protein_coding"
"46323" "ENSG00000183549" "ACSM5" "protein_coding"
"46325" "ENSG00000183747" "ACSM2A" "protein_coding"
"46327" "ENSG00000066813" "ACSM2B" "protein_coding"
"46328" "ENSG00000260201" "ENSG00000260201" "lncRNA"
"46330" "ENSG00000005187" "ACSM3" "protein_coding"
"46333" "ENSG00000166743" "ACSM1" "protein_coding"
"46334" "ENSG00000066654" "THUMPD1" "protein_coding"
"46338" "ENSG00000196678" "ERI2" "protein_coding"
"46339" "ENSG00000200893" "RNU6-944P" "snRNA"
"46340" "ENSG00000005189" "REXO5" "protein_coding"
"46342" "ENSG00000188215" "DCUN1D3" "protein_coding"
"46343" "ENSG00000102897" "LYRM1" "protein_coding"
"46344" "ENSG00000158486" "DNAH3" "protein_coding"
"46347" "ENSG00000011638" "LDAF1" "protein_coding"
"46349" "ENSG00000103310" "ZP2" "protein_coding"
"46351" "ENSG00000175311" "ANKS4B" "protein_coding"
"46352" "ENSG00000103316" "CRYM" "protein_coding"
"46359" "ENSG00000169246" "NPIPB3" "protein_coding"
"46362" "ENSG00000265462" "MIR3680-1" "miRNA"
"46364" "ENSG00000258186" "SLC7A5P2" "transcribed_processed_pseudogene"
"46366" "ENSG00000257639" "ENSG00000257639" "unprocessed_pseudogene"
"46369" "ENSG00000197006" "METTL9" "protein_coding"
"46371" "ENSG00000140749" "IGSF6" "protein_coding"
"46372" "ENSG00000207248" "RNU6-1005P" "snRNA"
"46373" "ENSG00000207042" "RNU6-196P" "snRNA"
"46374" "ENSG00000155719" "OTOA" "protein_coding"
"46375" "ENSG00000260306" "ENSG00000260306" "lncRNA"
"46379" "ENSG00000185864" "NPIPB4" "protein_coding"
"46386" "ENSG00000140740" "UQCRC2" "protein_coding"
"46387" "ENSG00000155714" "PDZD9" "protein_coding"
"46390" "ENSG00000185716" "MOSMO" "protein_coding"
"46392" "ENSG00000175267" "VWA3A" "protein_coding"
"46393" "ENSG00000183921" "SDR42E2" "protein_coding"
"46395" "ENSG00000103319" "EEF2K" "protein_coding"
"46397" "ENSG00000058600" "POLR3E" "protein_coding"
"46399" "ENSG00000140743" "CDR2" "protein_coding"
"46404" "ENSG00000257122" "RRN3P3" "transcribed_unprocessed_pseudogene"
"46407" "ENSG00000243716" "NPIPB5" "protein_coding"
"46411" "ENSG00000260973" "ENSG00000260973" "lncRNA"
"46412" "ENSG00000260905" "LINC02890" "lncRNA"
"46414" "ENSG00000122254" "HS3ST2" "protein_coding"
"46415" "ENSG00000261090" "ENSG00000261090" "lncRNA"
"46417" "ENSG00000103404" "USP31" "protein_coding"
"46420" "ENSG00000166828" "SCNN1G" "protein_coding"
"46422" "ENSG00000168447" "SCNN1B" "protein_coding"
"46423" "ENSG00000168434" "COG7" "protein_coding"
"46427" "ENSG00000260136" "ENSG00000260136" "lncRNA"
"46428" "ENSG00000103365" "GGA2" "protein_coding"
"46430" "ENSG00000103356" "EARS2" "protein_coding"
"46432" "ENSG00000103353" "UBFD1" "protein_coding"
"46434" "ENSG00000004779" "NDUFAB1" "protein_coding"
"46435" "ENSG00000083093" "PALB2" "protein_coding"
"46437" "ENSG00000166847" "DCTN5" "protein_coding"
"46439" "ENSG00000166851" "PLK1" "protein_coding"
"46441" "ENSG00000134398" "ERN2" "protein_coding"
"46445" "ENSG00000166869" "CHP2" "protein_coding"
"46446" "ENSG00000166501" "PRKCB" "protein_coding"
"46451" "ENSG00000260264" "LINC02194" "lncRNA"
"46452" "ENSG00000006116" "CACNG3" "protein_coding"
"46453" "ENSG00000201541" "ENSG00000201541" "snoRNA"
"46454" "ENSG00000239081" "RNU7-24P" "snRNA"
"46455" "ENSG00000260072" "ENSG00000260072" "lncRNA"
"46456" "ENSG00000122257" "RBBP6" "protein_coding"
"46458" "ENSG00000090905" "TNRC6A" "protein_coding"
"46459" "ENSG00000224310" "LINC01567" "lncRNA"
"46461" "ENSG00000158865" "SLC5A11" "protein_coding"
"46462" "ENSG00000140750" "ARHGAP17" "protein_coding"
"46466" "ENSG00000262155" "LINC02175" "lncRNA"
"46472" "ENSG00000205629" "LCMT1" "protein_coding"
"46475" "ENSG00000103375" "AQP8" "protein_coding"
"46476" "ENSG00000155592" "ZKSCAN2" "protein_coding"
"46479" "ENSG00000261636" "LINC02191" "lncRNA"
"46481" "ENSG00000182601" "HS3ST4" "protein_coding"
"46484" "ENSG00000265005" "MIR548W" "miRNA"
"46488" "ENSG00000231876" "ENSG00000231876" "lncRNA"
"46491" "ENSG00000236481" "LINC02195" "lncRNA"
"46492" "ENSG00000260580" "ENSG00000260580" "lncRNA"
"46493" "ENSG00000234186" "C16orf82" "protein_coding"
"46496" "ENSG00000261045" "LINC02129" "lncRNA"
"46497" "ENSG00000155666" "KDM8" "protein_coding"
"46499" "ENSG00000169189" "NSMCE1" "protein_coding"
"46502" "ENSG00000077238" "IL4R" "protein_coding"
"46503" "ENSG00000103522" "IL21R" "protein_coding"
"46505" "ENSG00000077235" "GTF3C1" "protein_coding"
"46506" "ENSG00000047578" "KATNIP" "protein_coding"
"46510" "ENSG00000201371" "Y_RNA" "misc_RNA"
"46511" "ENSG00000169181" "GSG1L" "protein_coding"
"46512" "ENSG00000212382" "RNU6-159P" "snRNA"
"46513" "ENSG00000207266" "RNU6-1241P" "snRNA"
"46514" "ENSG00000169180" "XPO6" "protein_coding"
"46520" "ENSG00000188322" "SBK1" "protein_coding"
"46521" "ENSG00000246465" "ENSG00000246465" "lncRNA"
"46523" "ENSG00000198156" "NPIPB6" "protein_coding"
"46525" "ENSG00000205609" "EIF3CL" "protein_coding"
"46529" "ENSG00000270118" "ENSG00000270118" "lncRNA"
"46530" "ENSG00000233232" "NPIPB7" "protein_coding"
"46532" "ENSG00000188603" "CLN3" "protein_coding"
"46533" "ENSG00000184730" "APOBR" "protein_coding"
"46534" "ENSG00000197272" "IL27" "protein_coding"
"46535" "ENSG00000176046" "NUPR1" "protein_coding"
"46539" "ENSG00000176476" "SGF29" "protein_coding"
"46540" "ENSG00000197165" "SULT1A2" "protein_coding"
"46544" "ENSG00000196502" "SULT1A1" "protein_coding"
"46548" "ENSG00000255524" "NPIPB8" "protein_coding"
"46550" "ENSG00000184110" "EIF3C" "protein_coding"
"46554" "ENSG00000196993" "NPIPB9" "protein_coding"
"46556" "ENSG00000251417" "ENSG00000251417" "lncRNA"
"46560" "ENSG00000168488" "ATXN2L" "protein_coding"
"46562" "ENSG00000178952" "TUFM" "protein_coding"
"46564" "ENSG00000178188" "SH2B1" "protein_coding"
"46567" "ENSG00000196296" "ATP2A1" "protein_coding"
"46569" "ENSG00000177548" "RABEP2" "protein_coding"
"46570" "ENSG00000177455" "CD19" "protein_coding"
"46571" "ENSG00000176953" "NFATC2IP" "protein_coding"
"46575" "ENSG00000169682" "SPNS1" "protein_coding"
"46577" "ENSG00000213658" "LAT" "protein_coding"
"46587" "ENSG00000260517" "ENSG00000260517" "lncRNA"
"46590" "ENSG00000259807" "ENSG00000259807" "lncRNA"
"46592" "ENSG00000260953" "ENSG00000260953" "lncRNA"
"46600" "ENSG00000254206" "NPIPB11" "protein_coding"
"46605" "ENSG00000183336" "BOLA2" "protein_coding"
"46606" "ENSG00000181625" "SLX1B" "protein_coding"
"46608" "ENSG00000213648" "SULT1A4" "protein_coding"
"46615" "ENSG00000169203" "NPIPB12" "protein_coding"
"46618" "ENSG00000266758" "MIR3680-2" "miRNA"
"46622" "ENSG00000197471" "SPN" "protein_coding"
"46623" "ENSG00000103485" "QPRT" "protein_coding"
"46626" "ENSG00000185905" "C16orf54" "protein_coding"
"46628" "ENSG00000174992" "ZG16" "protein_coding"
"46629" "ENSG00000079616" "KIF22" "protein_coding"
"46631" "ENSG00000103495" "MAZ" "protein_coding"
"46635" "ENSG00000167371" "PRRT2" "protein_coding"
"46639" "ENSG00000013364" "MVP" "protein_coding"
"46640" "ENSG00000103502" "CDIPT" "protein_coding"
"46642" "ENSG00000214725" "CDIPTOSP" "transcribed_unitary_pseudogene"
"46643" "ENSG00000174938" "SEZ6L2" "protein_coding"
"46644" "ENSG00000174939" "ASPHD1" "protein_coding"
"46645" "ENSG00000174943" "KCTD13" "protein_coding"
"46647" "ENSG00000247735" "KCTD13-DT" "lncRNA"
"46648" "ENSG00000149932" "TMEM219" "protein_coding"
"46649" "ENSG00000149930" "TAOK2" "protein_coding"
"46650" "ENSG00000149929" "HIRIP3" "protein_coding"
"46651" "ENSG00000169592" "INO80E" "protein_coding"
"46652" "ENSG00000149927" "DOC2A" "protein_coding"
"46653" "ENSG00000167194" "C16orf92" "protein_coding"
"46654" "ENSG00000149926" "TLCD3B" "protein_coding"
"46656" "ENSG00000149925" "ALDOA" "protein_coding"
"46658" "ENSG00000149923" "PPP4C" "protein_coding"
"46659" "ENSG00000149922" "TBX6" "protein_coding"
"46660" "ENSG00000090238" "YPEL3" "protein_coding"
"46662" "ENSG00000102886" "GDPD3" "protein_coding"
"46665" "ENSG00000102882" "MAPK3" "protein_coding"
